"name","parent_id","level_code","property_cost_method"
"قطعات منفرد جای لوازم بهداشتی","558716","6","قیمت استاندارد"
"قطعات مرکب جای لوازم بهداشتی","558716","7","قیمت استاندارد"
"مجموعه قطعات جای لوازم بهداشتی","558716","8","قیمت استاندارد"
"قطعات منفرد وان","558721","6","قیمت استاندارد"
"قطعات مرکب وان","558721","7","قیمت استاندارد"
"مجموعه قطعات وان","558721","8","قیمت استاندارد"
"قطعات منفرد جکوزی","558722","6","قیمت استاندارد"
"قطعات مرکب جکوزی","558722","7","قیمت استاندارد"
"مجموعه قطعات جکوزی","558722","8","قیمت استاندارد"
"قطعات منفرد آویز حمام ( قفسه حمام )","558725","6","قیمت استاندارد"
"قطعات مرکب آویز حمام ( قفسه حمام )","558725","7","قیمت استاندارد"
"مجموعه قطعات آویز حمام ( قفسه حمام )","558725","8","قیمت استاندارد"
"قطعات منفرد کابین دوش","558726","6","قیمت استاندارد"
"قطعات مرکب کابین دوش","558726","7","قیمت استاندارد"
"مجموعه قطعات کابین دوش","558726","8","قیمت استاندارد"
"قطعات منفرد دوش حمام","558727","6","قیمت استاندارد"
"قطعات مرکب دوش حمام","558727","7","قیمت استاندارد"
"مجموعه قطعات دوش حمام","558727","8","قیمت استاندارد"
"قطعات منفرد ظرفشویی","558731","6","قیمت استاندارد"
"قطعات مرکب ظرفشویی","558731","7","قیمت استاندارد"
"مجموعه قطعات ظرفشویی","558731","8","قیمت استاندارد"
"قطعات منفرد کابینت","558732","6","قیمت استاندارد"
"قطعات مرکب کابینت","558732","7","قیمت استاندارد"
"مجموعه قطعات کابینت","558732","8","قیمت استاندارد"
"قطعات منفرد متعلقات و ملحقات لوازم آشپز خانه","558738","6","قیمت استاندارد"
"قطعات مرکب متعلقات و ملحقات لوازم آشپز خانه","558738","7","قیمت استاندارد"
"مجموعه قطعات متعلقات و ملحقات لوازم آشپز خانه","558738","8","قیمت استاندارد"
"قطعات منفرد متعلقات و ملحقات شیر آلات","558791","6","قیمت استاندارد"
"قطعات مرکب متعلقات و ملحقات شیر آلات","558791","7","قیمت استاندارد"
"مجموعه قطعات متعلقات و ملحقات شیر آلات","558791","8","قیمت استاندارد"
"قطعات منفرد ابزار اندازه گیری دقیق","563111","6","قیمت استاندارد"
"قطعات مرکب ابزار اندازه گیری دقیق","563111","7","قیمت استاندارد"
"مجموعه قطعات ابزار اندازه گیری دقیق","563111","8","قیمت استاندارد"
"قطعات منفرد ابزار اندازه گیری نیمه دقیق","563112","6","قیمت استاندارد"
"قطعات مرکب ابزار اندازه گیری نیمه دقیق","563112","7","قیمت استاندارد"
"مجموعه قطعات ابزار اندازه گیری نیمه دقیق","563112","8","قیمت استاندارد"
"قطعات منفرد ابزار انتقال اندازه","563113","6","قیمت استاندارد"
"قطعات مرکب ابزار انتقال اندازه","563113","7","قیمت استاندارد"
"مجموعه قطعات ابزار انتقال اندازه","563113","8","قیمت استاندارد"
"قطعات منفرد هویه های لحیم کاری نرم","565231","6","قیمت استاندارد"
"قطعات مرکب هویه های لحیم کاری نرم","565231","7","قیمت استاندارد"
"مجموعه قطعات هویه های لحیم کاری نرم","565231","8","قیمت استاندارد"
"قطعات منفرد سایر دستگاه های لحیم کاری","565239","6","قیمت استاندارد"
"قطعات مرکب سایر دستگاه های لحیم کاری","565239","7","قیمت استاندارد"
"مجموعه قطعات سایر دستگاه های لحیم کاری","565239","8","قیمت استاندارد"
"قطعات منفرد مخازن و شیلنگ ها","565281","6","قیمت استاندارد"
"قطعات مرکب مخازن و شیلنگ ها","565281","7","قیمت استاندارد"
"مجموعه قطعات مخازن و شیلنگ ها","565281","8","قیمت استاندارد"
"قطعات منفرد مشعل جوشکاری گاز و متعلقات آن","565282","6","قیمت استاندارد"
"قطعات مرکب مشعل جوشکاری گاز و متعلقات آن","565282","7","قیمت استاندارد"
"مجموعه قطعات مشعل جوشکاری گاز و متعلقات آن","565282","8","قیمت استاندارد"
"قطعات منفرد ادوات کنترل و تنظیم جریان جوشکاری و برشکاری گاز","565283","6","قیمت استاندارد"
"قطعات مرکب ادوات کنترل و تنظیم جریان جوشکاری و برشکاری گاز","565283","7","قیمت استاندارد"
"مجموعه قطعات ادوات کنترل و تنظیم جریان جوشکاری و برشکاری گاز","565283","8","قیمت استاندارد"
"قطعات منفرد کابل و انبر جوشکاری و سرهویه","565284","6","قیمت استاندارد"
"قطعات مرکب کابل و انبر جوشکاری و سرهویه","565284","7","قیمت استاندارد"
"مجموعه قطعات کابل و انبر جوشکاری و سرهویه","565284","8","قیمت استاندارد"
"قطعات منفرد متعلقات و ملزومات متفرقه جوشکاری ، برشکاری و لحیم کاری","565289","6","قیمت استاندارد"
"قطعات مرکب متعلقات و ملزومات متفرقه جوشکاری ، برشکاری و لحیم کاری","565289","7","قیمت استاندارد"
"مجموعه قطعات متعلقات و ملزومات متفرقه جوشکاری ، برشکاری و لحیم کاری","565289","8","قیمت استاندارد"
"پیچ","574911","1","قیمت استاندارد"
"مهره","574911","2","قیمت استاندارد"
"واشر","574915","1","قیمت استاندارد"
"حلقه","574915","2","قیمت استاندارد"
"فیش","574971","1","قیمت استاندارد"
"سایر اتصالات الکتریکی و الکترونیکی","574971","9","قیمت استاندارد"
"میکروسوئیچ","574972","1","قیمت استاندارد"
"رله","574972","4","قیمت استاندارد"
"دیود","574973","3","قیمت استاندارد"
"مقاومت","574973","4","قیمت استاندارد"
"فیوز","574975","1","قیمت استاندارد"
"ترانسفورماتور","574975","2","قیمت استاندارد"
"خازن","574976","1","قیمت استاندارد"
"باتری","574976","2","قیمت استاندارد"
"قطعات منفرد ماشین آلات برداشت علوفه","611511","6","قیمت استاندارد"
"قطعات مرکب ماشین آلات برداشت علوفه","611511","7","قیمت استاندارد"
"مجموعه قطعات ماشین آلات برداشت علوفه","611511","8","قیمت استاندارد"
"قطعات منفرد تجهیزات برداشت علوفه","611512","6","قیمت استاندارد"
"قطعات مرکب تجهیزات برداشت علوفه","611512","7","قیمت استاندارد"
"مجموعه قطعات تجهیزات برداشت علوفه","611512","8","قیمت استاندارد"
"قطعات منفرد ابزارآلات برداشت علوفه","611513","6","قیمت استاندارد"
"قطعات مرکب ابزارآلات برداشت علوفه","611513","7","قیمت استاندارد"
"مجموعه قطعات ابزارآلات برداشت علوفه","611513","8","قیمت استاندارد"
"قطعات منفرد سایر ملزومات برداشت علوفه","611515","6","قیمت استاندارد"
"قطعات مرکب سایر ملزومات برداشت علوفه","611515","7","قیمت استاندارد"
"مجموعه قطعات سایر ملزومات برداشت علوفه","611515","8","قیمت استاندارد"
